Rainfall_mm,Temperature_C,Humidity_Percent,Elevation_m,Forest_Type,NDVI,Species_Count,Biodiversity_Health_Score,Species_Risk_Level,Ecosystem_Stability_Index
1296.19,24.58,97.44,223.41,Semi-Evergreen,0.938,303,51.9,Medium,64.58
1081.65,22.21,54.67,1682.44,Evergreen,0.586,367,48.58,High,48.33
1664.55,29.52,81.82,2759.44,Grassland,0.268,360,43.65,High,41.7
3789.74,20.68,48.01,2742.82,Evergreen,0.574,387,73.6,Medium,64.63
1700.59,38.91,65.61,32.48,Deciduous,0.736,206,24.92,High,36.67
3958.43,38.08,68.68,322.18,Evergreen,0.793,393,60.7,Medium,63.41
2198.31,35.44,53.04,1749.23,Deciduous,0.571,432,44.79,High,45.11
1127.07,37.61,63.02,2545.43,Evergreen,0.296,313,35.48,High,33.9
3618.99,23.47,49.55,2863.35,Deciduous,0.934,437,76.05,Medium,74.56
2111.24,26.09,30.42,2581.75,Semi-Evergreen,0.796,340,52.92,Medium,52.57
2983.85,32.26,45.1,2032.84,Evergreen,0.344,423,52.7,Medium,44.46
3942.99,30.88,79.0,601.58,Semi-Evergreen,0.831,301,62.05,Medium,66.67
675.61,36.72,83.97,217.86,Deciduous,0.413,262,19.66,High,28.43
838.43,31.49,49.61,142.55,Deciduous,0.381,46,4.61,High,12.28
3021.6,39.94,58.56,1836.23,Semi-Evergreen,0.877,170,45.43,High,53.14
1486.39,20.46,32.62,108.57,Grassland,0.886,218,30.96,High,39.51
1145.05,34.99,46.59,2217.72,Grassland,0.459,297,26.99,High,29.23
637.77,30.93,84.55,2137.41,Grassland,0.108,450,33.98,High,31.76
576.46,30.74,72.42,238.83,Evergreen,0.268,246,22.5,High,25.54
3210.7,19.78,44.4,2719.87,Evergreen,0.918,215,67.87,Medium,67.76
970.52,33.57,48.02,1565.79,Grassland,0.909,240,30.77,High,42.09
2137.02,37.01,87.18,2713.32,Evergreen,0.508,376,57.11,Medium,57.21
2620.64,16.56,44.64,2704.83,Deciduous,0.374,247,49.34,High,42.71
1999.23,28.76,53.39,591.1,Semi-Evergreen,0.372,86,22.66,High,25.26
594.87,21.76,76.51,1141.73,Grassland,0.907,469,51.84,Medium,60.87
3242.26,39.69,69.28,403.88,Evergreen,0.392,344,43.6,High,42.63
536.8,24.36,62.26,2324.93,Semi-Evergreen,0.56,357,44.01,High,45.65
3166.61,16.85,92.98,1512.37,Semi-Evergreen,0.758,117,62.21,Medium,67.17
3626.57,21.46,45.38,2786.42,Semi-Evergreen,0.289,34,43.84,High,37.08
2014.94,29.62,81.9,624.65,Semi-Evergreen,0.328,401,43.91,High,43.23
2374.4,12.28,41.13,2065.1,Evergreen,0.422,133,47.62,High,42.09
2169.44,28.11,73.1,2967.71,Deciduous,0.689,123,46.38,High,51.71
1862.23,37.94,90.94,1996.14,Semi-Evergreen,0.836,447,59.74,Medium,66.87
3605.99,35.51,62.05,206.32,Deciduous,0.592,326,43.95,High,46.28
3628.77,12.03,80.7,1765.27,Semi-Evergreen,0.22,212,60.34,Medium,52.14
1675.36,39.8,87.43,539.53,Grassland,0.502,233,25.55,High,35.01
2652.74,30.96,39.52,91.51,Deciduous,0.215,428,31.7,High,26.11
3744.18,14.87,79.41,1004.88,Deciduous,0.179,464,64.43,Medium,53.93
3867.2,10.37,94.39,798.31,Grassland,0.631,164,62.88,Medium,65.01
2281.36,15.14,70.35,2366.31,Semi-Evergreen,0.961,116,60.9,Medium,67.52
2084.89,35.15,43.03,1121.04,Semi-Evergreen,0.854,71,29.36,High,39.17
1475.43,10.65,38.89,2198.88,Evergreen,0.797,77,47.89,High,50.28
3856.05,16.99,48.18,48.72,Deciduous,0.754,228,52.82,Medium,54.11
999.85,32.72,37.25,44.44,Evergreen,0.907,204,27.73,High,38.39
2529.4,27.58,65.94,87.94,Semi-Evergreen,0.778,185,41.56,High,49.29
1488.93,33.48,34.88,658.08,Evergreen,0.664,88,21.82,High,28.51
1476.53,32.38,45.64,1121.96,Semi-Evergreen,0.428,142,21.66,High,24.69
1917.39,11.52,60.79,1823.54,Semi-Evergreen,0.191,56,35.72,High,31.42
3995.78,36.78,63.17,2957.74,Deciduous,0.515,254,54.43,Medium,52.06
692.38,16.81,69.58,1063.23,Grassland,0.932,94,34.98,High,48.64
2524.9,26.6,79.39,166.98,Deciduous,0.625,479,54.38,Medium,56.79
789.0,29.33,33.31,584.7,Evergreen,0.266,127,12.07,High,12.61
1040.82,15.06,35.64,2693.56,Semi-Evergreen,0.684,437,56.87,Medium,53.59
2038.47,39.29,34.26,2098.14,Semi-Evergreen,0.519,310,34.28,High,33.91
2286.61,24.64,59.62,2370.6,Deciduous,0.938,463,66.9,Medium,69.69
1405.77,11.73,32.93,372.5,Semi-Evergreen,0.245,314,33.34,High,26.97
1607.6,38.12,82.23,404.96,Evergreen,0.741,193,35.63,High,46.64
804.38,27.59,45.61,336.74,Evergreen,0.713,137,25.2,High,33.5
1561.27,30.98,95.74,2571.51,Grassland,0.985,163,49.66,High,63.83
3882.95,25.76,64.05,629.9,Evergreen,0.608,363,63.27,Medium,60.45
3806.48,35.04,61.24,1929.46,Grassland,0.884,178,50.93,Medium,57.54
1672.07,10.99,84.64,1548.5,Semi-Evergreen,0.122,289,48.66,High,42.36
2497.99,18.05,79.92,1633.17,Grassland,0.211,260,44.72,High,40.9
3683.58,24.09,72.51,586.31,Evergreen,0.411,66,44.7,High,44.28
521.64,12.3,95.46,1905.74,Deciduous,0.657,435,60.18,Medium,63.86
3337.39,31.18,59.56,129.3,Evergreen,0.504,382,50.97,Medium,48.88
3819.29,21.81,86.6,2980.42,Grassland,0.282,352,66.21,Medium,58.49
819.64,18.18,56.61,80.28,Deciduous,0.63,121,23.98,High,32.37
1065.07,10.1,88.68,150.47,Semi-Evergreen,0.61,292,49.8,High,54.58
3862.61,31.59,48.16,973.94,Grassland,0.572,399,50.61,Medium,48.51
2381.39,35.01,50.25,2494.88,Evergreen,0.182,143,31.79,High,26.96
549.69,21.85,77.45,771.57,Evergreen,0.934,203,44.55,High,56.51
1401.71,26.93,44.89,1415.81,Deciduous,0.633,183,29.76,High,34.8
2074.8,16.83,46.04,53.93,Semi-Evergreen,0.338,392,42.06,High,37.01
2925.18,28.67,51.37,236.64,Semi-Evergreen,0.719,189,40.19,High,44.93
3066.06,10.36,77.53,1823.9,Deciduous,0.386,101,51.97,Medium,49.52
3983.98,24.66,92.26,583.08,Evergreen,0.555,166,59.09,Medium,60.37
1506.29,29.33,77.22,2082.76,Deciduous,0.407,154,32.64,High,36.41
2383.77,37.55,87.95,2356.17,Evergreen,0.892,330,63.04,Medium,70.02
2366.63,21.44,68.05,2551.0,Evergreen,0.995,177,64.67,Medium,70.59
1919.76,32.96,34.82,401.4,Deciduous,0.245,351,22.34,High,19.55
1092.07,27.93,37.03,1366.53,Semi-Evergreen,0.121,222,18.61,High,14.5
3921.1,37.81,68.81,2841.24,Semi-Evergreen,0.297,139,46.0,High,42.13
3486.61,21.95,52.95,2316.25,Semi-Evergreen,0.631,48,50.12,Medium,50.16
2244.17,19.57,45.44,350.88,Grassland,0.257,470,40.06,High,33.72
2611.36,36.61,62.64,1507.5,Deciduous,0.83,181,40.48,High,49.23
1295.41,11.48,76.65,2767.14,Evergreen,0.468,181,55.09,Medium,53.4
2403.25,14.09,56.95,1320.12,Semi-Evergreen,0.649,498,67.35,Medium,63.2
2932.4,12.47,86.18,2512.25,Grassland,0.51,361,69.2,Medium,65.58
2303.08,35.29,81.7,1487.53,Evergreen,0.913,21,42.65,High,55.31
3966.0,10.32,81.44,320.44,Grassland,0.132,430,61.23,Medium,50.91
2639.7,35.85,98.96,443.56,Semi-Evergreen,0.756,66,39.03,High,51.76
1798.41,23.54,50.67,140.03,Semi-Evergreen,0.687,119,30.58,High,37.4
3202.53,10.12,75.13,585.94,Semi-Evergreen,0.685,243,63.43,Medium,63.84
1096.62,22.05,89.88,2680.84,Evergreen,0.473,76,43.66,High,47.4
1845.81,15.6,70.57,1950.59,Grassland,0.114,141,32.94,High,29.17
1714.36,28.73,85.27,2216.57,Grassland,0.72,164,42.4,High,51.36
2011.32,30.38,59.01,1864.98,Grassland,0.847,373,49.72,High,55.54
3236.23,24.63,71.33,1159.62,Evergreen,0.177,173,44.12,High,38.5
2194.61,11.22,33.9,650.58,Semi-Evergreen,0.497,400,51.01,Medium,45.09
3279.05,29.68,99.0,2776.84,Semi-Evergreen,0.246,157,52.79,Medium,50.06
2517.71,35.26,86.0,1544.49,Semi-Evergreen,0.65,58,38.49,High,47.16
1697.24,31.61,90.82,1443.3,Deciduous,0.807,284,47.86,High,57.9
3334.93,34.9,78.6,2988.31,Grassland,0.7,300,58.92,Medium,61.52
1334.01,16.02,43.02,1151.79,Deciduous,0.386,167,28.51,High,28.18
1285.34,36.67,32.17,2562.38,Semi-Evergreen,0.226,34,11.63,High,11.25
2265.76,19.67,90.53,2587.03,Deciduous,0.815,251,63.99,Medium,69.33
1412.97,10.4,57.74,698.01,Semi-Evergreen,0.392,132,35.0,High,34.94
531.8,35.3,48.47,284.52,Evergreen,0.12,366,17.2,High,15.12
2769.04,38.25,69.32,2926.86,Semi-Evergreen,0.614,158,46.05,High,49.28
2288.83,29.67,59.46,1277.69,Semi-Evergreen,0.322,163,31.75,High,31.37
2059.31,16.94,75.62,6.66,Semi-Evergreen,0.857,497,64.99,Medium,68.83
3884.39,17.55,63.87,1497.05,Evergreen,0.229,425,67.84,Medium,55.19
2499.2,24.0,78.81,1857.9,Grassland,0.491,465,58.57,Medium,56.67
3522.01,36.93,89.74,2328.26,Grassland,0.328,171,43.0,High,43.7
988.08,14.49,43.69,2828.83,Grassland,0.721,261,45.92,High,47.89
2492.22,34.78,53.06,2745.51,Deciduous,0.594,491,55.88,Medium,53.38
3537.93,18.74,60.58,2820.41,Semi-Evergreen,0.812,439,81.17,Low,77.01
2540.87,34.26,97.34,96.38,Deciduous,0.513,421,47.38,High,51.96
3013.05,37.61,55.57,2135.32,Grassland,0.104,167,25.45,High,21.57
1802.15,22.82,56.68,677.57,Deciduous,0.294,283,31.86,High,30.42
823.57,20.95,75.74,562.66,Evergreen,0.999,290,51.67,Medium,62.69
2102.65,34.07,59.34,2400.96,Deciduous,0.465,96,29.76,High,33.13
1880.68,25.88,96.59,1251.39,Evergreen,0.658,400,61.99,Medium,65.31
3534.71,30.53,92.61,2749.8,Semi-Evergreen,0.914,97,64.26,Medium,72.03
1353.98,28.68,65.94,127.31,Semi-Evergreen,0.118,322,25.12,High,23.13
3883.57,14.59,75.13,2406.54,Deciduous,0.694,235,71.2,Medium,69.48
3853.48,35.34,34.06,410.5,Semi-Evergreen,0.36,138,28.89,High,26.57
1366.71,15.87,78.7,529.73,Grassland,0.351,248,34.82,High,36.92
1718.18,37.97,79.5,1432.06,Deciduous,0.302,171,24.19,High,28.5
3634.45,17.52,55.14,1186.77,Deciduous,0.84,322,64.88,Medium,65.46
3883.18,32.02,45.38,1458.52,Evergreen,0.436,37,38.42,High,36.55
2052.04,18.54,94.06,2820.08,Evergreen,0.16,435,66.18,Medium,56.82
1623.49,19.53,59.87,1972.17,Evergreen,0.187,487,54.19,Medium,44.14
2341.33,19.3,75.76,870.93,Evergreen,0.234,189,42.89,High,39.53
2907.19,32.44,32.33,518.73,Deciduous,0.909,115,32.26,High,40.89
1457.16,26.7,58.98,1260.14,Evergreen,0.485,184,35.3,High,37.4
3077.66,36.49,87.21,1354.92,Deciduous,0.924,52,43.77,High,57.14
680.8,19.22,57.13,1803.88,Evergreen,0.836,404,56.33,Medium,59.65
672.53,30.76,72.22,798.01,Deciduous,0.854,259,33.64,High,46.33
1852.01,32.59,44.69,2302.53,Evergreen,0.358,367,43.07,High,37.98
1737.16,14.54,59.16,295.38,Evergreen,0.344,430,50.31,Medium,44.81
1604.72,22.02,94.93,1681.36,Semi-Evergreen,0.604,292,54.57,Medium,58.68
2218.57,24.48,69.65,1870.59,Semi-Evergreen,0.476,65,38.17,High,40.74
1622.57,20.67,93.14,620.49,Evergreen,0.558,98,41.78,High,48.45
1172.9,19.66,93.14,2478.03,Evergreen,0.148,481,59.36,Medium,51.64
1583.14,30.59,96.09,1846.3,Evergreen,0.974,370,65.06,Medium,74.42
3912.16,16.48,92.68,1937.17,Semi-Evergreen,0.152,181,59.72,Medium,51.92
1938.9,31.28,30.23,1493.23,Deciduous,0.261,278,24.62,High,20.84
2056.49,38.05,95.38,2728.78,Deciduous,0.71,75,40.5,High,51.25
2517.91,26.96,39.62,2081.78,Semi-Evergreen,0.24,159,32.93,High,27.54
3941.69,28.34,32.79,1145.51,Deciduous,0.196,45,26.12,High,20.82
1345.6,12.07,33.88,715.82,Deciduous,0.238,171,24.01,High,20.43
2884.49,35.93,54.42,213.19,Semi-Evergreen,0.156,335,30.69,High,26.21
3005.95,18.56,73.46,496.08,Semi-Evergreen,0.326,77,38.98,High,38.52
2625.64,28.45,58.16,2978.05,Semi-Evergreen,0.344,466,59.46,Medium,51.07
810.02,39.37,31.79,1220.3,Semi-Evergreen,0.549,245,17.81,High,22.69
2869.05,27.87,63.35,2696.06,Evergreen,0.495,283,58.11,Medium,54.22
724.33,31.74,60.95,511.71,Deciduous,0.526,270,22.79,High,29.85
2586.5,23.36,82.98,1276.08,Evergreen,0.654,223,56.62,Medium,59.53
3088.53,11.81,49.57,2881.56,Semi-Evergreen,0.308,476,71.25,Medium,57.29
1238.39,33.93,45.23,273.4,Semi-Evergreen,0.221,45,4.95,High,8.33
3445.68,11.05,47.92,1781.95,Deciduous,0.891,385,73.68,Medium,71.71
606.24,31.02,51.26,2757.52,Deciduous,0.671,461,44.74,High,47.03
3453.35,10.69,71.94,2849.05,Deciduous,0.155,441,71.01,Medium,56.91
2111.15,35.87,63.01,2538.02,Evergreen,0.965,68,45.75,High,55.96
1261.56,14.73,53.58,2567.8,Semi-Evergreen,0.724,318,56.56,Medium,56.82
968.22,25.43,56.2,1956.55,Grassland,0.237,462,36.51,High,32.34
3836.58,27.91,55.96,661.27,Grassland,0.972,230,53.08,Medium,60.25
754.33,23.73,98.07,2192.04,Semi-Evergreen,0.429,40,33.56,High,40.53
1196.83,20.22,46.31,2935.15,Grassland,0.986,416,58.65,Medium,63.07
1717.38,24.03,87.26,1577.8,Evergreen,0.193,374,50.0,Medium,45.25
2670.82,19.34,79.57,782.09,Semi-Evergreen,0.244,406,54.11,Medium,48.16
2406.8,23.14,30.39,1720.41,Deciduous,0.692,108,35.27,High,37.9
939.75,20.77,99.52,2071.83,Evergreen,0.12,435,53.28,Medium,47.67
1514.05,26.99,82.95,624.84,Deciduous,0.117,296,29.14,High,28.34
1335.63,17.14,77.77,2157.57,Semi-Evergreen,0.813,33,45.75,High,54.69
1247.4,39.66,58.37,1762.3,Deciduous,0.251,498,32.71,High,30.3
1939.01,25.03,68.86,1837.05,Semi-Evergreen,0.927,155,50.18,Medium,59.05
2964.11,15.82,47.73,917.96,Semi-Evergreen,0.483,26,37.94,High,37.61
1261.09,24.31,32.48,465.8,Evergreen,0.886,247,38.05,High,44.46
1783.38,35.99,88.52,1870.35,Semi-Evergreen,0.476,118,34.19,High,40.65
1868.21,10.65,92.75,1758.7,Evergreen,0.577,486,76.45,Medium,73.09
3917.6,30.39,41.37,1014.04,Deciduous,0.385,206,38.35,High,34.8
3841.33,26.44,85.09,887.68,Evergreen,0.692,149,59.03,Medium,62.35
3300.48,15.09,81.88,1041.73,Deciduous,0.386,344,60.18,Medium,55.9
1345.81,34.52,42.49,1469.65,Evergreen,0.301,191,23.09,High,22.41
738.13,21.07,59.53,2924.46,Semi-Evergreen,0.173,85,27.28,High,24.93
1609.16,18.81,59.59,2290.69,Grassland,0.152,37,23.88,High,22.1
1433.78,34.84,83.2,2555.22,Evergreen,0.375,226,41.13,High,42.51
2270.74,29.16,88.64,1516.95,Semi-Evergreen,0.763,163,49.2,High,57.55
3222.05,36.95,36.63,1578.37,Evergreen,0.285,287,38.81,High,32.23
3504.13,28.9,69.41,612.97,Deciduous,0.369,383,49.26,High,46.1
3457.02,32.22,83.32,2163.14,Semi-Evergreen,0.915,335,70.06,Medium,74.76
1758.86,35.09,85.03,1264.75,Deciduous,0.675,489,51.59,Medium,56.76
2905.32,11.64,40.36,2227.34,Evergreen,0.928,495,82.58,Low,77.68
1594.92,33.28,66.79,1227.17,Deciduous,0.92,329,44.64,High,54.73
713.17,28.41,90.03,325.55,Deciduous,0.157,59,11.04,High,17.57
2955.48,12.09,52.3,519.16,Deciduous,0.96,190,55.48,Medium,61.12
534.4,25.26,59.76,2434.71,Semi-Evergreen,0.146,169,24.41,High,22.36
1932.14,12.47,86.31,775.85,Grassland,0.933,23,45.19,High,58.19
1652.83,32.08,36.25,793.06,Semi-Evergreen,0.592,479,40.66,High,40.29
2926.82,26.4,90.16,2788.1,Semi-Evergreen,0.58,296,65.28,Medium,64.95
3181.86,38.61,51.78,1972.91,Evergreen,0.742,494,63.57,Medium,61.88
1564.33,15.49,30.1,342.92,Deciduous,0.891,426,48.41,High,51.48
3340.69,28.18,46.39,430.76,Deciduous,0.655,189,38.98,High,41.97
1528.71,16.35,36.27,817.1,Grassland,0.483,366,37.07,High,35.35
2062.14,28.42,36.47,1781.99,Deciduous,0.201,316,30.83,High,24.74
3044.56,31.68,78.5,2258.48,Deciduous,0.81,419,65.97,Medium,68.89
2925.22,31.67,44.98,823.49,Semi-Evergreen,0.215,115,24.72,High,22.01
3955.79,34.45,95.43,2611.93,Grassland,0.754,55,53.81,Medium,61.54
1288.06,35.61,66.15,327.54,Deciduous,0.575,141,18.8,High,28.89
2818.11,12.32,62.21,622.8,Evergreen,0.447,292,56.91,Medium,52.16
2633.89,20.3,60.4,2911.39,Evergreen,0.652,201,61.13,Medium,59.4
3702.84,30.61,78.48,404.23,Grassland,0.795,485,63.21,Medium,66.62
1047.27,24.96,61.66,2664.33,Semi-Evergreen,0.947,366,57.89,Medium,63.87
3131.29,15.72,39.0,2111.81,Evergreen,0.338,410,63.08,Medium,50.73
2488.94,26.58,91.61,219.26,Semi-Evergreen,0.952,393,62.82,Medium,71.72
1461.33,22.22,59.99,1451.12,Semi-Evergreen,0.965,444,60.7,Medium,65.99
2160.52,21.7,35.18,1556.94,Semi-Evergreen,0.832,377,54.82,Medium,55.39
1668.22,34.29,67.06,2796.42,Grassland,0.893,81,36.88,High,48.74
2527.6,22.23,75.31,1263.31,Evergreen,0.723,137,52.3,Medium,56.93
3611.5,10.79,49.29,1340.29,Grassland,0.135,359,52.97,Medium,40.62
2492.57,11.74,86.02,337.45,Grassland,0.618,271,53.34,Medium,56.84
2711.03,35.69,76.88,1917.52,Evergreen,0.772,332,59.5,Medium,63.29
2315.62,38.82,75.52,632.69,Evergreen,0.948,118,40.61,High,53.77
679.08,30.65,59.46,232.6,Deciduous,0.613,308,25.4,High,33.39
1315.0,20.93,97.33,2990.76,Evergreen,0.815,270,66.82,Medium,72.28
2222.01,38.16,49.19,808.89,Semi-Evergreen,0.735,45,24.09,High,33.7
1585.82,29.88,70.44,423.16,Semi-Evergreen,0.353,107,22.43,High,27.09
1136.17,35.33,51.63,2098.47,Semi-Evergreen,0.239,299,27.41,High,25.37
2264.46,32.98,82.14,2465.05,Grassland,0.776,306,52.7,Medium,59.35
1629.83,21.37,33.35,192.23,Grassland,0.31,302,23.53,High,21.62
1403.38,24.36,33.21,316.18,Evergreen,0.32,68,16.54,High,16.93
2123.95,15.58,86.76,270.52,Deciduous,0.68,92,42.02,High,50.4
966.49,18.76,60.4,140.88,Semi-Evergreen,0.81,213,37.54,High,46.4
3747.11,33.34,53.88,1978.37,Deciduous,0.624,217,48.55,High,49.04
3536.96,36.82,72.53,1764.94,Semi-Evergreen,0.896,434,68.01,Medium,71.38
2976.67,31.73,79.13,1988.42,Grassland,0.29,172,37.82,High,37.72
871.75,23.96,44.08,1517.0,Deciduous,0.327,35,13.78,High,16.71
3215.57,12.6,42.98,2452.52,Semi-Evergreen,0.673,128,58.07,Medium,55.25
3327.85,11.71,97.07,1640.0,Grassland,0.846,409,80.48,Low,82.5
3187.18,21.23,71.28,2756.24,Deciduous,0.585,106,53.6,Medium,54.2
898.88,23.91,57.31,1456.95,Evergreen,0.109,386,35.98,High,29.29
2753.68,28.27,86.1,2371.98,Evergreen,0.709,140,57.59,Medium,61.86
3420.14,10.19,66.76,1222.08,Evergreen,0.832,216,71.2,Medium,71.36
2520.74,39.69,46.92,1305.67,Deciduous,0.349,164,21.82,High,23.22
2762.43,20.92,44.47,2546.98,Semi-Evergreen,0.149,28,33.22,High,26.4
2104.27,35.44,57.78,322.98,Evergreen,0.566,365,40.39,High,42.6
2350.48,26.05,90.19,1694.75,Evergreen,0.138,465,57.91,Medium,49.98
620.32,13.91,34.3,2179.01,Evergreen,0.474,288,42.35,High,38.58
2736.37,33.93,45.3,2251.26,Deciduous,0.116,410,39.23,High,30.0
785.07,31.29,92.52,1774.48,Evergreen,0.302,259,37.06,High,39.37
2022.55,25.82,38.52,1344.19,Semi-Evergreen,0.45,37,24.54,High,26.17
1524.29,25.44,74.07,782.35,Grassland,0.201,120,19.82,High,22.41
2409.0,12.62,44.95,2728.28,Evergreen,0.203,64,43.3,High,34.73
966.96,29.68,72.41,1109.36,Evergreen,0.844,427,52.59,Medium,59.41
2920.75,37.34,56.82,2396.98,Evergreen,0.137,458,50.44,Medium,39.97
3282.54,12.8,37.12,95.0,Evergreen,0.72,307,58.74,Medium,55.91
1071.74,17.91,70.77,696.51,Deciduous,0.833,26,31.64,High,44.26
865.1,37.07,77.81,1036.75,Evergreen,0.218,295,26.93,High,28.29
1009.3,18.53,77.62,2014.72,Deciduous,0.276,256,38.43,High,37.61
3569.95,29.62,74.59,957.99,Deciduous,0.677,397,59.66,Medium,60.96
2348.66,26.04,65.02,124.09,Semi-Evergreen,0.384,422,44.88,High,42.73
2135.41,27.89,66.36,521.6,Grassland,0.529,385,40.69,High,43.21
873.49,22.47,74.49,777.5,Deciduous,0.852,209,38.34,High,49.91
2773.45,19.0,78.32,528.14,Grassland,0.224,33,28.67,High,29.73
3538.0,11.46,75.84,611.17,Semi-Evergreen,0.658,435,74.62,Medium,71.17
3398.65,32.33,71.09,2306.87,Semi-Evergreen,0.948,284,65.76,Medium,70.75
2691.19,32.38,40.91,1236.1,Deciduous,0.152,375,32.89,High,25.73
763.48,30.12,44.74,1215.54,Deciduous,0.154,196,12.07,High,11.76
893.39,29.31,48.22,2899.82,Deciduous,0.599,109,28.07,High,33.35
672.58,17.31,94.38,1340.11,Deciduous,0.964,487,64.38,Medium,73.46
1401.18,10.67,83.16,2782.97,Deciduous,0.298,112,44.5,High,43.15
974.82,34.26,68.7,897.19,Semi-Evergreen,0.398,35,14.39,High,22.22
1410.17,24.73,47.64,1201.88,Deciduous,0.189,242,24.0,High,21.3
1847.7,19.21,37.76,1188.85,Evergreen,0.426,171,36.21,High,33.7
3800.44,13.06,92.91,1638.24,Evergreen,0.14,433,75.61,Medium,62.8
2636.32,11.88,92.49,1752.74,Grassland,0.45,155,52.97,Medium,53.79
3422.41,20.47,37.75,744.38,Grassland,0.6,237,43.69,High,42.8
2986.23,34.14,85.81,2380.75,Evergreen,0.978,354,72.42,Medium,78.17
893.76,37.56,61.27,1489.58,Evergreen,0.837,269,37.92,High,47.38
3075.72,36.9,52.68,21.13,Grassland,0.84,389,43.09,High,49.84
1462.85,37.6,81.74,1774.02,Deciduous,0.305,157,24.13,High,28.85
2736.88,37.23,73.0,2394.18,Evergreen,0.179,439,52.58,Medium,44.69
1693.37,25.82,84.6,751.4,Evergreen,0.643,43,36.7,High,45.55
3991.85,16.58,35.2,113.61,Semi-Evergreen,0.569,260,52.16,Medium,47.68
1422.43,33.94,52.3,2421.54,Evergreen,0.565,155,34.88,High,37.93
1476.96,16.41,52.35,2928.83,Deciduous,0.198,20,28.32,High,25.2
3757.35,18.02,53.08,229.69,Deciduous,0.544,264,50.6,Medium,48.6
586.26,17.0,65.17,2814.11,Semi-Evergreen,0.235,349,44.7,High,39.32
2938.41,25.45,49.81,1077.82,Evergreen,0.48,130,40.92,High,39.92
3038.64,19.65,61.11,2824.32,Grassland,0.156,490,60.21,Medium,47.83
3427.33,14.62,55.74,1946.52,Evergreen,0.871,377,78.81,Medium,75.98
3910.54,23.6,81.47,2670.73,Semi-Evergreen,0.112,477,70.75,Medium,57.14
3914.61,36.22,72.25,2357.5,Deciduous,0.945,436,72.21,Medium,75.36
728.47,27.12,75.75,83.99,Evergreen,0.877,50,29.27,High,44.28
3376.44,36.35,44.74,196.33,Deciduous,0.777,249,38.1,High,43.83
2762.08,15.88,52.79,1577.23,Evergreen,0.984,96,58.62,Medium,63.94
2765.7,15.01,31.48,388.86,Semi-Evergreen,0.148,81,26.36,High,19.74
949.22,27.27,37.59,1383.1,Evergreen,0.677,54,24.84,High,31.3
2775.66,23.9,48.55,2863.89,Deciduous,0.864,191,55.18,Medium,58.26
3938.69,29.81,34.58,884.27,Evergreen,0.214,194,38.36,High,30.04
3691.36,33.84,72.18,1466.74,Grassland,0.626,435,58.59,Medium,58.73
2036.96,32.54,99.87,1152.78,Semi-Evergreen,0.455,466,54.8,Medium,56.22
639.82,38.27,37.06,1889.48,Semi-Evergreen,0.492,41,9.92,High,16.67
1768.03,21.95,87.49,581.53,Semi-Evergreen,0.921,154,48.55,High,60.45
3392.37,16.19,38.32,779.82,Semi-Evergreen,0.585,153,46.91,High,44.8
2955.25,26.53,76.89,2576.3,Evergreen,0.184,444,63.4,Medium,52.94
2107.7,13.32,75.02,2434.01,Grassland,0.943,483,75.95,Medium,78.34
692.86,18.67,93.19,2367.57,Semi-Evergreen,0.267,31,32.26,High,35.31
1994.13,16.24,37.98,2312.76,Grassland,0.903,476,63.39,Medium,63.37
2141.59,21.9,52.08,1378.31,Deciduous,0.974,443,60.87,Medium,65.18
3749.94,13.34,36.35,2186.67,Evergreen,0.89,472,84.38,Low,77.53
2743.8,10.96,58.52,1161.61,Deciduous,0.709,461,67.82,Medium,65.09
1590.79,29.7,93.81,302.13,Deciduous,0.769,406,48.82,High,58.16
2338.61,28.31,84.71,1180.12,Evergreen,0.73,119,47.71,High,55.21
731.19,31.25,80.6,475.99,Semi-Evergreen,0.514,62,19.11,High,29.81
3903.99,29.81,67.31,1172.56,Semi-Evergreen,0.347,349,54.59,Medium,49.03
1760.21,13.43,91.84,892.28,Evergreen,0.357,283,53.83,Medium,52.21
2172.54,18.73,61.46,1797.48,Evergreen,0.758,220,56.89,Medium,58.94
1743.49,13.89,40.48,1084.62,Semi-Evergreen,0.663,160,40.77,High,42.56
2888.79,35.29,88.63,2116.77,Deciduous,0.626,203,48.58,High,54.08
2817.81,32.41,49.57,1536.44,Grassland,0.687,269,41.52,High,44.91
3003.63,16.05,33.75,2758.48,Evergreen,0.797,166,61.55,Medium,59.12
1438.5,20.24,38.82,273.08,Grassland,0.774,298,34.58,High,40.43
1604.84,39.0,72.63,2063.13,Grassland,0.195,318,27.64,High,27.55
938.38,27.82,72.5,2017.19,Grassland,0.427,299,34.23,High,37.29
2794.28,34.03,48.21,2851.88,Evergreen,0.338,406,53.91,Medium,45.62
639.29,17.94,80.9,1114.66,Evergreen,0.584,244,44.62,High,49.27
2591.89,16.3,84.15,916.31,Evergreen,0.155,234,49.3,High,43.48
3543.94,33.52,94.44,517.18,Grassland,0.786,417,60.38,Medium,66.72
3617.91,30.58,70.95,795.87,Grassland,0.196,486,49.71,High,42.78
2071.63,30.43,84.56,1505.67,Evergreen,0.344,436,53.92,Medium,50.97
2107.56,26.58,82.72,2513.14,Evergreen,0.804,362,67.76,Medium,70.62
769.39,26.91,48.05,852.86,Deciduous,0.146,174,11.84,High,11.89
2847.68,32.07,51.72,473.23,Evergreen,0.694,159,39.52,High,43.97
